topic,activity,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
8,py_list_basic3,"print,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression","CreatingList,AssigningValueVariable,Printing,CallingLibraryFunction,ChangingValueListElement","Assign,Call,Constant,List","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,ListLiteral,Literal,LiteralCollection,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,list,print","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,IndexingString,ManagingVariable,Printing,Python,ReplacingListElement,UpdatingVariable","function call,variable manipulation,indexing operations,list operations,string operations"
8,py_list_rotate_right,"ForStatement,FunctionDefinition,range,print,ReturnStatement,IntegerLiteral,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,StringLiteral","SingleForLoopIteration,FindingLength,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingList,ForLoopWithListIndexing,ChangingValueListElement,Substraction,CreatingString,CallingSimpleFunction","Assign,Call,Constant,For,FunctionDef,List,Return,Sub,USub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,Error,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,LiteralCollection,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,len,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,Substraction,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operations,indexing operations,list operations,length determination,loop iteration,range function usage"
8,py_search_list_count_each,"ForStatement,FloatLiteral,print,IntegerLiteral,BinaryOperation,AugmentedAssignmentStatement,ComparisonExpression,in,len,IfStatement,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,index","FindingLength,AssigningValueVariable,IfCheckingInForLoop,NestedForLoopIteration,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,DefiningSimpleFunction,CreatingList,ForLoopWith,ChangingValueListElement,Addition,CreatingString,CallingSimpleFunction,Multiplication","Add,Assign,Attribute,AugAssign,Call,Constant,Eq,For,FunctionDef,If,List,Mult,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,len,list,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingList,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Multiplication,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReplacingListElement,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operations,conditional branching structures,indexing operations,list operations,loop iteration"
8,py_list_rotate_right_twice,"ForStatement,FunctionDefinition,range,print,ReturnStatement,IntegerLiteral,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,ComparisonExpression","SingleForLoopIteration,FindingLength,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingList,ForLoopWithListIndexing,ChangingValueListElement,NestedFunctionCall,Substraction,CallingSimpleFunction","Assign,Call,Constant,For,FunctionDef,List,Return,Sub,USub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,Error,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,LiteralCollection,MembershipOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,in,len,list,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingStandardFunction,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingFunctionCallingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,Substraction,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operations,indexing operations,list operations,length determination,loop iteration,range function usage"
9,ps_python_string_indexing,"FunctionCall,StringLiteral,print,ExpressionStatement,UnaryOperation,IndexingExpression,SlicingExpression,IntegerLiteral","Printing,CallingLibraryFunction,IndexingString,SlicingString,CreatingString,AssigningValueVariable","Index,Slice,Int,Call,USub,Str,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,SubscriptExpression,print","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingString,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,IndexingString,ManagingVariable,Printing,Python,SlicingList,SlicingString,TransformingToStringType","function call,indexing operations,variable manipulation,string operations"
9,ps_python_string_join,"join,print,capitalize,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","CapitalizeString,AssigningValueVariable,CallingLibraryFunction,Printing,CreatingList,Concatenation,NestedFunctionCall","Attribute,List,Add,Call,Str,Assign","ArtithmeticOperator,AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,ListLiteral,Literal,LiteralCollection,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,capitalize,join,list,print","AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CapitalizeString,CreatingString,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,ModifyingStringCase,NestedFunctionCall,Printing,Python,TransformingToStringType","function call,list operations,variable manipulation,string operations"
9,ae_adl_lists1,"print,IntegerLiteral,len,append,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression","AddingListElementWithAppend,FindingLength,AssigningValueVariable,CallingLibraryFunction,Printing,CreatingList,IndexingList,CreatingString","USub,Attribute,Int,Index,Str,Call,Assign,List","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,ListLiteral,ListMethod,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,append,len,list,print","AddingListElement,AddingListElementWithAppend,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingList,CreatingObject,FindingLength,HandlingFunction,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,IndexingList,IndexingString,ManagingVariable,Printing,Python,UpdatingVariable","variable manipulation,function call,list operations,indexing operations,length determination"
9,ae_adl_format1,"print,IntegerLiteral,format,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","Printing,AssigningValueVariable,FormattingString,CallingLibraryFunction,NestedFunctionCall,CreatingString","Attribute,Int,Str,Assign,Call","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,format,int,print","AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingString,FormattingString,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,NestedFunctionCall,Printing,Python,TransformingToStringType","input and output operations,numerical types,string operations,number formatting"
9,ae_adl_format2,"FloatLiteral,print,format,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","Printing,AssigningValueVariable,FormattingString,CallingLibraryFunction,NestedFunctionCall,CreatingString","Attribute,Str,Float,Assign,Call","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FloatLiteral,FunctionCall,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,float,format,print","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,FormattingString,HandlingFloat,HandlingFunction,HandlingObjectOrientedProgramming,HandlingString,ManagingVariable,NestedFunctionCall,Printing,Python,Round,TransformingToFloatType,TransformingToStringType","numerical types,method parameter,number formatting"
9,py_concat_str_num,"print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement","Addition,AssigningValueVariable,CallingLibraryFunction,CreatingString,Printing,Concatenation,NestedFunctionCall,TransformingToStringType","Int,Add,Call,Str,Assign,Mult","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,HandlingFunction,HandlingStandardFunction,HandlingString,ManagingVariable,NestedFunctionCall,Printing,Python,TransformingToStringType","function call,variable manipulation,arithmetic operations,type conversion,string operations"
9,py_concat_char_two_str,"print,ReturnStatement,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,ExpressionStatement,IndexingExpression,SlicingExpression","CallingLibraryFunction,CreatingString,Printing,DefiningSimpleFunction,Concatenation,IndexingString,SlicingString,CallingSimpleFunction","Slice,Return,Int,Add,Call,Str,arg,Assign,FunctionDef","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,JumpStatement,Literal,ReturnStatement,SlicingExpression,Statement,StringLiteral,SubscriptExpression,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingTuple,ManagingVariable,Printing,Python,SlicingList,SlicingString,TransformingToStringType","function call,function definition,variable manipulation,string operations,return and output"
9,py_str_repeat_chars,"ForStatement,print,AugmentedAssignmentStatement,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement","SingleForLoopIteration,Multiplication,AssigningValueVariable,CallingLibraryFunction,CreatingString,ChangingValueVariable,Printing,DefiningSimpleFunction,IndexingString,ForLoopWith,Concatenation,Addition,CallingSimpleFunction","Index,For,Int,AugAssign,Add,Call,Mult,Str,arg,Assign,FunctionDef","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IterationStatement,Literal,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print","AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,ForLoopWith*=,ForLoopWith+=,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration,TransformingToStringType,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operations,indexing operations,numerical types,loop iteration,range function usage,string operations"
9,py_str_count,"ForStatement,FunctionDefinition,range,print,lower,BinaryOperation,ReturnStatement,AugmentedAssignmentStatement,ComparisonExpression,len,IfStatement,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,SlicingExpression,IntegerLiteral","ConvertStringToLowerCase,SingleForLoopIteration,FindingLength,AssigningValueVariable,IfCheckingInForLoop,Addition,CallingLibraryFunction,ChangingValueVariable,BooleanEvaluating,Printing,DefiningSimpleFunction,IndexingString,SlicingString,ForLoopWithListIndexing,ForLoopWith,NestedFunctionCall,Substraction,CreatingString,CallingSimpleFunction","And,Index,Slice,Return,Sub,For,Int,Attribute,AugAssign,Add,Call,Str,arg,Eq,Assign,FunctionDef,If","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,Less,Literal,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,StringMethod,SubscriptExpression,len,lower,print,range","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,ConvertStringToLowerCase,CreatingString,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,ModifyingStringCase,NestedFunctionCall,NonNestedIteration,Python,SingleForLoopIteration,SlicingList,SlicingString,Substraction,TransformingToStringType,UpdatingVariable","logical operators,function call,variable manipulation,conditional branching structures,range function usage,length determination,loop iteration,comparison operation,string operations,return and output"
9,q_py_topic_output_formatting:q_py_output1,"FloatLiteral,print,format,FunctionCall,StringLiteral,ExpressionStatement,IndexingExpression","Printing,FormattingString,CallingLibraryFunction,NestedFunctionCall","Attribute,Call,Constant","BuiltInFunction,Call,ExpressionStatement,FloatLiteral,FunctionCall,Literal,NumericLiteral,Statement,StringLiteral,StringMethod,format,print","ArithmeticOperation,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,FormattingString,HandlingFloat,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,NestedFunctionCall,Printing,Python,Round,TransformingToFloatType,TransformingToStringType","function call,function definition,input and output operations,variable manipulation,string operations"
9,q_py_topic_output_formatting:q_py_output2,"FloatLiteral,print,format,FunctionCall,StringLiteral,ExpressionStatement,IndexingExpression","Printing,FormattingString,CallingLibraryFunction,NestedFunctionCall","Attribute,Call,Constant","BuiltInFunction,Call,ExpressionStatement,FloatLiteral,FunctionCall,Literal,NumericLiteral,Statement,StringLiteral,StringMethod,format,print","ArithmeticOperation,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingString,FormattingString,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,NestedFunctionCall,Printing,Python,Round,TransformingToStringType","number formatting,string operations,function call,numerical types"
9,q_py_topic_output_formatting:q_py_output3,"print,IntegerLiteral,format,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation,IndexingExpression","Multiplication,Addition,AssigningValueVariable,FormattingString,CallingLibraryFunction,Printing,NestedFunctionCall","Add,Assign,Attribute,Call,Constant,Mult,USub","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,UnaryOperation,format,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CreatingString,FormattingString,HandlingFunction,HandlingObjectOrientedProgramming,HandlingString,ManagingVariable,Multiplication,NestedFunctionCall,Printing,Python,TransformingToStringType","function call,variable manipulation,arithmetic operations,numerical types,string operations"
9,q_py_topic_output_formatting:q_py_output4,"FloatLiteral,print,IntegerLiteral,format,FunctionCall,StringLiteral,ExpressionStatement,IndexingExpression","Printing,FormattingString,CallingLibraryFunction,NestedFunctionCall","Attribute,Call,Constant","BuiltInFunction,Call,ExpressionStatement,FloatLiteral,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Statement,StringLiteral,StringMethod,format,print","CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingString,FormattingString,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingTuple,Printing,Python,TransformingToStringType","number formatting,function call,indexing operations,numerical types,string operations"
9,q_py_topic_strings:q_py_concat_strings1,"WhileStatement,print,IntegerLiteral,Less,AugmentedAssignmentStatement,ComparisonExpression,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation","SingleWhileLoopIteration,Addition,AssigningValueVariable,CallingLibraryFunction,CreatingString,ChangingValueVariable,Printing,Concatenation,WhileLoopWith,BooleanEvaluating","Add,Assign,AugAssign,Call,Constant,Lt,While","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,ComparisonExpression,ComparisonOperator,ExpressionStatement,IntegerLiteral,IterationStatement,Larger,Less,Literal,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,WhileStatement,print","AssigningVariable,CallingFunctionLibrary,Concatenation,CreatingString,HandlingFunction,HandlingString,ManagingVariable,NonNestedIteration,Printing,Python,SingleWhileLoopIteration,TransformingToStringType,UpdatingVariable,WhileLoopWith+=,WhileLoopWithUpdate","function call,variable manipulation,assignment patterns,numerical types,loop iteration,comparison operation,string operations"
9,q_py_topic_strings:q_py_substring1,"print,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,SlicingExpression","CallingLibraryFunction,Addition,AssigningValueVariable,Printing,SlicingString","Add,Assign,Call,Constant,Slice","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,SubscriptExpression,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CreatingString,HandlingFunction,HandlingList,HandlingString,IndexingList,ManagingVariable,Printing,Python,SlicingList,SlicingString,TransformingToStringType","function call,numerical types,variable manipulation,arithmetic operations"
9,py_concat_str_num2,"print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement","Multiplication,Addition,AssigningValueVariable,CallingLibraryFunction,CreatingString,TransformingToStringType,Printing,Concatenation,NestedFunctionCall","Add,Assign,Call,Constant,Mult","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print,str","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,HandlingFunction,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NestedFunctionCall,Printing,Python,TransformingToStringType","function call,variable manipulation,arithmetic operations,type conversion,string operations"
9,py_concat_char_two_str2,"print,ReturnStatement,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,SlicingExpression","AssigningValueVariable,CallingLibraryFunction,CreatingString,Printing,DefiningSimpleFunction,Concatenation,SlicingString,NestedFunctionCall,CallingSimpleFunction","Add,Assign,Call,Constant,FunctionDef,Return,Slice,arg","ArtithmeticOperator,AssignmentStatement,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,JumpStatement,Literal,Operator,ReturnStatement,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,SubscriptExpression,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,DefiningStandardFunction,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,ManagingVariable,Printing,Python,SlicingList,SlicingString,SwappingVariablesValue,TransformingToStringType","function call,function definition,variable manipulation,string operations,return and output"
9,py_str_count2,"ForStatement,FunctionDefinition,range,print,lower,BinaryOperation,ReturnStatement,AugmentedAssignmentStatement,ComparisonExpression,len,IfStatement,FunctionCall,StringLiteral,and,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,SlicingExpression,IntegerLiteral,BooleanOperation","ConvertStringToLowerCase,SingleForLoopIteration,FindingLength,AssigningValueVariable,IfCheckingInForLoop,Addition,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,DefiningSimpleFunction,IndexingString,SlicingString,ForLoopWithListIndexing,ForLoopWith,NestedFunctionCall,CreatingString,CallingSimpleFunction,Printing","Add,And,Assign,Attribute,AugAssign,Call,Constant,Eq,For,FunctionDef,If,Return,Slice,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,Less,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,StringMethod,SubscriptExpression,and,len,lower,print,range","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,ConvertStringToLowerCase,CreatingString,DefiningStandardFunction,FindMinimum,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,ModifyingStringCase,NestedFunctionCall,NonNestedIteration,Printing,Python,SingleForLoopIteration,SlicingList,SlicingString,Substraction,TransformingToStringType,UpdatingVariable","comparison operation,function call,function definition,variable manipulation,arithmetic operations,conditional branching structures,length determination,loop iteration,range function usage,string operations,return and output"
9,py_concat_string_num3,"print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement","Addition,AssigningValueVariable,CallingLibraryFunction,CreatingString,TransformingToStringType,Printing,Concatenation,NestedFunctionCall","Add,Assign,Call,Constant","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,HandlingFunction,HandlingStandardFunction,HandlingString,ManagingVariable,Printing,Python,TransformingToStringType,UpdatingVariable","function call,variable manipulation,arithmetic operations,type conversion,string operations"
9,py_str_repeat2,"ForStatement,range,print,AugmentedAssignmentStatement,len,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleForLoopIteration,Multiplication,FindingLength,AssigningValueVariable,CallingLibraryFunction,CreatingString,ChangingValueVariable,Printing,DefiningSimpleFunction,IndexingString,ForLoopWithListIndexing,ForLoopWith,Addition,Concatenation,CallingSimpleFunction","Add,Assign,AugAssign,Call,Constant,For,FunctionDef,Mult,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexingExpression,IntegerLiteral,IterationStatement,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,len,print,range","AddingListElement,AddingListElementWithAppend,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Multiplication,NonNestedIteration,Printing,Python,SingleForLoopIteration,SlicingString,TransformingToStringType,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operations,indexing operations,loop iteration,range function usage,string operations"
10,ps_python_dict_keys,"StringLiteral,ForStatement,print,IntegerLiteral,Larger,IfStatement,FunctionCall,DictLiteral,ExpressionStatement,BinaryOperation,IndexingExpression,ComparisonExpression","SingleForLoopIteration,AccessingDictionary,IfCheckingInForLoop,CallingLibraryFunction,Printing,CreatingDictionary,IndexingDictionary,BooleanEvaluating,AssigningValueVariable","Index,Gt,For,Int,Dict,Str,Call,Assign,If","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DictLiteral,DictionaryMethod,ExpressionStatement,ForStatement,FunctionCall,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Larger,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,dict,in,int,keys,print","AccessingDictionary,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,CreatingDictionary,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingList,HandlingStandardFunction,IfCheckingInForLoop,IndexingDictionary,IndexingList,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration","dictionary operations,function call,variable manipulation,conditional branching structures,numerical types,loop iteration,comparison operation,string operations"
