individual_name,bundle_name,type,topic,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
py_win_percentage_input,py_win_percentage,PCEX Challenge,While Loops,"or,WhileStatement,print,Less,int,LessOrEqual,input,Larger,ComparisonExpression,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral,StringLiteral,BooleanOperation","SingleWhileLoopIteration,TransformingToIntType,AssigningValueVariable,HandlingInput,BooleanEvaluating,Printing,Division,CallingLibraryFunction","Gt,Assign,Or,Constant,While,LtE,Lt,Call,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IntegerLiteral,IterationStatement,Larger,LargerOrEqual,Less,LessOrEqual,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,WhileStatement,input,int,or,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,Division,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,HandlingString,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleWhileLoopIteration,TransformingToIntType,TransformingToStringType,UpdatingVariable","logical operators,input and output operations,variable manipulation,arithmetic operatons,loop iteration,type conversion,comparison operation"
py_win_percentage_won_equal,py_win_percentage,PCEX Challenge,While Loops,"or,WhileStatement,print,IntegerLiteral,Less,int,input,Larger,ComparisonExpression,BinaryOperation,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BooleanOperation","SingleWhileLoopIteration,TransformingToIntType,Addition,HandlingInput,AssigningValueVariable,CallingLibraryFunction,CreatingString,BooleanEvaluating,Printing,Division","Gt,Assign,Or,Div,Constant,While,Add,Lt,Call,FloorDiv","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FunctionCall,IfElseStatement,IntegerLiteral,IterationStatement,Larger,Less,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,WhileStatement,input,int,or,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,Division,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleWhileLoopIteration,TransformingToIntType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operatons,loop iteration,type conversion,comparison operation"
py_range2_1,py_range_two,PCEX Example,For Loops,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","For,Call,Constant","BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,numerical types,loop iteration,range function usage"
py_range2_2,py_range_two,PCEX Challenge,For Loops,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","For,Call,Constant","BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","loop iteration,input and output operations,range function usage,variable manipulation"
py_average,py_find_average,PCEX Example,While Loops,"NotEqual,WhileStatement,print,int,AugmentedAssignmentStatement,input,IfElseStatement,ComparisonExpression,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral,StringLiteral","SingleWhileLoopIteration,TransformingToIntType,IfElseChecking,AssigningValueVariable,HandlingInput,BooleanEvaluating,ChangingValueVariable,Printing,Division,WhileLoopWith,Addition,CallingLibraryFunction","Assign,Constant,While,Eq,NotEq,AugAssign,Add,If,Call,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,Literal,LogicalExpression,NotEqual,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,WhileStatement,input,int,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,Division,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingStandardFunction,HandlingString,IfElifElseChecking,IfElseChecking,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleWhileLoopIteration,TransformingToFloatType,TransformingToIntType,TransformingToStringType,UpdatingVariable,WhileLoopWith+=,WhileLoopWithUpdate","input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,loop iteration,type conversion,comparison operation"
py_average_even_nums,py_find_average,PCEX Challenge,While Loops,"NotEqual,WhileStatement,print,BinaryOperation,int,AugmentedAssignmentStatement,input,IfElseStatement,ComparisonExpression,IfStatement,Modulus,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral,StringLiteral","SingleWhileLoopIteration,IfElseChecking,FindRemainder,AssigningValueVariable,HandlingInput,BooleanEvaluating,ChangingValueVariable,Printing,IfCheckingInWhileLoop,Division,WhileLoopWith,TransformingToIntType","Assign,Mod,Constant,While,Eq,NotEq,AugAssign,Add,If,Call,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,Literal,LogicalExpression,Modulus,NotEqual,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,WhileStatement,input,int,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CheckingInWhileLoop,Division,FindRemainder,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingString,IfCheckingInWhileLoop,IfElifElseChecking,IfElseChecking,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleWhileLoopIteration,TransformingToFloatType,TransformingToIntType,TransformingToStringType,UpdatingVariable,WhileLoopWith+=,WhileLoopWithUpdate","input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,loop iteration,type conversion,comparison operation"
py_average_float,py_find_average,PCEX Challenge,While Loops,"WhileStatement,FloatLiteral,print,IntegerLiteral,AugmentedAssignmentStatement,float,input,IfElseStatement,ComparisonExpression,LargerOrEqual,BinaryOperation,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,UnaryOperation","SingleWhileLoopIteration,TransformingToFloatType,IfElseChecking,Addition,AssigningValueVariable,HandlingInput,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,Division,WhileLoopWith,CreatingString","Assign,GtE,While,Constant,Eq,AugAssign,Add,If,Call,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,LargerOrEqual,Literal,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,WhileStatement,float,input,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,Division,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingStandardFunction,IfElifElseChecking,IfElseChecking,ManagingVariable,NonNestedIteration,Printing,Python,ReadingLine,SingleWhileLoopIteration,TransformingToFloatType,UpdatingVariable,WhileLoopWith+=,WhileLoopWithUpdate","input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,numerical types,loop iteration,type conversion,comparison operation,string operations"
py_write_squares_even,py_squares,PCEX Example,For Loops,"ForStatement,range,print,IntegerLiteral,BinaryOperation,FunctionCall,ExpressionStatement,StringLiteral","SingleForLoopIteration,Multiplication,Printing,CallingLibraryFunction","Mult,For,Call,Constant","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,MembershipOperator,NumericLiteral,Statement,StringLiteral,in,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration","input and output operations,arithmetic operatons,numerical types,loop iteration,range function usage,string operations"
py_write_squares_odd,py_squares,PCEX Challenge,For Loops,"ForStatement,range,print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,ExpressionStatement","SingleForLoopIteration,Multiplication,Printing,CallingLibraryFunction","Mult,For,Call,Constant","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Larger,Less,Literal,MembershipOperator,NumericLiteral,Statement,StringLiteral,in,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,HandlingFunction,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration","input and output operations,variable manipulation,arithmetic operatons,loop iteration,range function usage,string operations"
py_write_squares_range,py_squares,PCEX Challenge,For Loops,"ForStatement,range,print,IntegerLiteral,BinaryOperation,FunctionCall,ExpressionStatement,StringLiteral","SingleForLoopIteration,Multiplication,Printing,CallingLibraryFunction,CreatingString","Mult,For,Call,Constant","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,Literal,MembershipOperator,NumericLiteral,Statement,StringLiteral,in,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,arithmetic operatons,loop iteration,range function usage,string operations"
py_repeated_sequence1,py_repeated_sequence,PCEX Example,Nested Loops,"ForStatement,range,print,IntegerLiteral,int,input,BinaryOperation,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","TransformingToIntType,Addition,HandlingInput,AssigningValueVariable,NestedForLoopIteration,CallingLibraryFunction,Printing,NestedFunctionCall","Assign,Constant,Add,For,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,IndexingList,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReadingLine,TransformingToIntType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operatons,loop iteration,type conversion,range function usage"
py_repeated_sequence2,py_repeated_sequence,PCEX Challenge,Nested Loops,"ForStatement,range,print,IntegerLiteral,int,input,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,StringLiteral","TransformingToIntType,Addition,HandlingInput,AssigningValueVariable,NestedForLoopIteration,CallingLibraryFunction,Printing,CreatingString,NestedFunctionCall","Assign,Constant,Add,For,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,LogicalExpression,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AssigningVariable,CallingFunctionLibrary,HandlingFunction,HandlingInput,HandlingInteger,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,TransformingToIntType,UpdatingVariable","input and output operations,arithmetic operatons,loop iteration,type conversion,range function usage"
py_range3_1,py_range_three,PCEX Example,For Loops,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","For,Call,Constant","BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,numerical types,loop iteration,range function usage"
py_range3_2,py_range_three,PCEX Challenge,For Loops,"ForStatement,range,print,IntegerLiteral,FunctionCall,ExpressionStatement","SingleForLoopIteration,Printing,CallingLibraryFunction","For,Call,Constant","BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,MembershipOperator,NumericLiteral,Statement,in,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,HandlingFunction,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","loop iteration,numerical types,range function usage,function call"
py_list_fill_odds,py_list_fill,PCEX Example,Lists,"ForStatement,range,print,BinaryOperation,ListLiteral,FunctionCall,append,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral","SingleForLoopIteration,AddingListElementWithAppend,Multiplication,Addition,AssigningValueVariable,CallingLibraryFunction,Printing,CreatingList,ForLoopWith,ForLoopWith","Assign,Attribute,Constant,Mult,Add,List,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,ListLiteral,ListMethod,LiteralCollection,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,append,in,list,print,range","AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,CreatingObject,HandlingFunction,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,ManagingVariable,Multiplication,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","loop iteration,list operations,range function usage,input and output operations"
py_list_fill_user_input,py_list_fill,PCEX Challenge,Lists,"ForStatement,range,print,input,ListLiteral,FunctionCall,append,ExpressionStatement,StringLiteral","SingleForLoopIteration,AddingListElementWithAppend,AssigningValueVariable,HandlingInput,CallingLibraryFunction,Printing,CreatingList","Assign,Attribute,Constant,List,Call,For","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,ListLiteral,ListMethod,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,append,input,print,range","AddingListElement,AddingListElementWithAppend,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingList,CreatingObject,HandlingFunction,HandlingInput,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,TransformingToStringType,UpdatingVariable","input and output operations,list operations,loop iteration,range function usage,string operations"
py_stars_1,py_star_patterns,PCEX Example,Nested Loops,"ForStatement,print,IntegerLiteral,BinaryOperation,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,range,int,input,StringLiteral","Addition,AssigningValueVariable,NestedForLoopIteration,CallingLibraryFunction,Printing,Concatenation,ForLoopWith,CreatingString,NestedFunctionCall,TransformingToIntType,HandlingInput","Assign,Constant,Add,For,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ComparisonOperator,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Less,Literal,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AddingListElement,AddingListElementWithAppend,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,ForLoopWith+=,ForLoopWithUpdate,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,ManagingVariable,NestedForLoopIteration,NestedLoopIteration,Printing,Python,TransformingToIntType,TransformingToStringType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operatons,loop iteration,type conversion,range function usage,string operations"
py_stars_2,py_star_patterns,PCEX Challenge,Nested Loops,"ForStatement,range,print,IntegerLiteral,int,input,BinaryOperation,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","SingleForLoopIteration,TransformingToIntType,AssigningValueVariable,HandlingInput,NestedForLoopIteration,Addition,CallingLibraryFunction,Printing,Concatenation,ForLoopWith,CreatingString,Substraction,NestedFunctionCall","Assign,Constant,Sub,Add,For,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,Literal,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,input,int,print,range","AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,ForLoopWith+=,ForLoopWithUpdate,HandlingFile,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,ManagingVariable,NestedForLoopIteration,NestedLoopIteration,Printing,Python,ReadingLine,Substraction,TransformingToIntType,TransformingToStringType,UpdatingVariable","input and output operations,variable manipulation,arithmetic operatons,loop iteration,type conversion,range function usage,string operations"
py_list_basic1,py_list_basic,PCEX Example,Lists,"ListLiteral,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","CreatingList,AssigningValueVariable,Printing,ChangingValueListElement,CallingLibraryFunction","List,Call,Constant,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,list,print","AssigningVariable,CallingFunctionLibrary,CreatingList,HandlingFunction,HandlingList,IndexingList,ManagingVariable,Printing,Python,ReplacingListElement,UpdatingVariable","input and output operations,variable manipulation,indexing operations,list operations,string operations"
py_list_basic2,py_list_basic,PCEX Challenge,Lists,"ListLiteral,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,FloatLiteral","CreatingList,AssigningValueVariable,Printing,ChangingValueListElement,CallingLibraryFunction","List,Call,Constant,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FloatLiteral,FunctionCall,IndexingExpression,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,float,list,print","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,IndexingString,ManagingVariable,Printing,Python,ReplacingListElement,UpdatingVariable","function call,variable manipulation,indexing operations,list operations,string operations"
py_list_basic3,py_list_basic,PCEX Challenge,Lists,"print,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression","CreatingList,AssigningValueVariable,Printing,CallingLibraryFunction,ChangingValueListElement","List,Call,Constant,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,ListLiteral,Literal,LiteralCollection,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,list,print","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,IndexingString,ManagingVariable,Printing,Python,ReplacingListElement,UpdatingVariable","function call,variable manipulation,indexing operations,list operations,string operations"
py_list_max,py_list_min_max,PCEX Example,Lists,"ForStatement,range,print,IntegerLiteral,BinaryOperation,Larger,ComparisonExpression,len,IfStatement,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,StringLiteral","SingleForLoopIteration,FindingLength,AssigningValueVariable,IfCheckingInForLoop,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,CreatingList,IndexingList,ForLoopWithListIndexing","Gt,Assign,Constant,If,List,Call,For","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,ForStatement,FunctionCall,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Larger,ListLiteral,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,len,list,print,range","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CheckingInForLoop,CreatingList,FindMaximum,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,Conditional Branching Structures,indexing operations,range function usage,list operations,loop iteration,comparison operation"
py_list_min,py_list_min_max,PCEX Challenge,Lists,"ForStatement,range,print,IntegerLiteral,Less,ComparisonExpression,len,IfStatement,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression","SingleForLoopIteration,FindingLength,AssigningValueVariable,IfCheckingInForLoop,CallingLibraryFunction,BooleanEvaluating,Printing,CreatingList,IndexingList,ForLoopWithListIndexing,NestedFunctionCall,ChangingValueVariable","Assign,Constant,If,Lt,List,Call,For","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,ForStatement,FunctionCall,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Less,ListLiteral,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,len,list,print,range","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CheckingInForLoop,CreatingList,FindMinimum,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedFunctionCall,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","function call,input and output operations,variable manipulation,Conditional Branching Structures,indexing operations,numerical types,list operations,loop iteration,comparison operation"
py_list_increment_elements,py_list_change,PCEX Example,Lists,"ForStatement,range,print,AugmentedAssignmentStatement,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleForLoopIteration,FindingLength,Addition,AssigningValueVariable,CallingLibraryFunction,ChangingValueVariable,Printing,CreatingList,ForLoopWithListIndexing,ForLoopWith,ChangingValueListElement","Assign,Constant,AugAssign,Add,List,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,len,list,print,range","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,IndexingList,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,UpdatingVariable","input and output operations,variable manipulation,arithmetic operatons,indexing operations,list operations,loop iteration,range function usage"
py_list_swap_adjacent_elements,py_list_change,PCEX Challenge,Lists,"ForStatement,range,print,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleForLoopIteration,FindingLength,Addition,AssigningValueVariable,CallingLibraryFunction,SwappingValueVariables,Printing,CreatingList,ForLoopWithListIndexing,ChangingValueListElement","Assign,Constant,Add,List,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,len,print,range","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,SwappingVariablesValue,UpdatingVariable","input and output operations,variable manipulation,indexing operations,length determination,loop iteration,range function usage"
py_search_list_of_values,py_search_list,PCEX Example,Lists,"ForStatement,print,in,IfStatement,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,FloatLiteral,StringLiteral,IntegerLiteral","SingleForLoopIteration,IfCheckingInForLoop,CallingLibraryFunction,BooleanEvaluating,Printing,CheckingForItem,DefiningSimpleFunction,CreatingList,IndexingList,CallingSimpleFunction","In,Assign,List,FunctionDef,Constant,If,For,arg,Call","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,ListLiteral,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,in,list,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingList,DefiningStandardFunction,HandlingFunction,HandlingList,HandlingStandardFunction,IfCheckingInForLoop,IndexingList,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,indexing operations,list operations,length determination,loop iteration"
